level;position;tech_stack;experience;gender;company;company_size;work_type;city;currency;salary;raise_period
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;React";5 - 7 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Çanakkale;? - Türk Lirasý;115.000 - 119.999;2
Senior;Back-end Developer;Java;7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Ýrlanda;€ - Euro;4.000 - 4.999;1
Middle;Project Manager;Jira, MS project ;3 - 5 Yýl;Kadýn;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;80.000 - 84.999;2
Senior;Back-end Developer;Java;5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Senior;Front-end Developer;"JavaScript | Html | Css;React;Vue;Angular;React Native";7 - 10 Yýl;Erkek;Outsource;250+;Remote;Ýzmir;? - Türk Lirasý;70.000 - 70.999;3
Middle;Back-end Developer;"Go;Python";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;5.000 - 5.999;1
Senior;Back-end Developer;".Net;NodeJS;JavaScript | Html | Css;Angular";10 - 12 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;42.000 - 42.999;2
Senior;Front-end Developer;Angular;10 - 12 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;Ýstanbul;$ - Dolar;6.000 - 6.999;1
Middle;Game Developer;"Java;Php";3 - 5 Yýl;Erkek;Oyun;51 - 100 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;1
Senior;Team / Tech Lead;.Net;7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;80.000 - 84.999;2
Senior;Back-end Developer;Php;12 - 14 Yýl;Erkek;Startup;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;2
Senior;Software Development Manager / Engineering Manager;.Net;12 - 14 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;160.000 - 164.999;4
Senior;Full Stack Developer;"Java;JavaScript | Html | Css;Angular";7 - 10 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;54.000 - 54.999;2
Junior;Back-end Developer;Python;1 - 3 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Ankara;? - Türk Lirasý;29.000 - 29.999;1
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;250+;Þu an remote ama hibrite döneceðiz.;Ankara;? - Türk Lirasý;75.000 - 79.999;2
Middle;QA / Manuel Test;Jira;1 - 3 Yýl;Kadýn;Outsource;51 - 100 Kiþi;Remote;Eskiþehir;? - Türk Lirasý;32.000 - 32.999;2
Junior;Back-end Developer;Java;1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;36.000 - 36.999;2
Senior;Team / Tech Lead;"Java;.Net";10 - 12 Yýl;Erkek;Startup;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;65.000 - 65.999;1
Middle;QA / Manuel Test;Postman;1 - 3 Yýl;Erkek;Outsource;250+;Remote;Kocaeli;? - Türk Lirasý;33.000 - 33.999;2
Senior;Front-end Developer;"JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;39.000 - 39.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Ankara;$ - Dolar;3.000 - 3.999;1
Junior;Mobile Application Developer (iOS);"Swift;Objective C";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;1 - 5 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;41.000 - 41.999;2
Senior;Team / Tech Lead;".Net;NodeJS;JavaScript | Html | Css;Angular";12 - 14 Yýl;Erkek;Tekstil;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;2
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;React;Vue;Angular";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;120.000 - 124.999;1
Middle;DevOps Engineer;Vmware , Nagios;5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;69.000 - 69.999;2
Middle;Full Stack Developer;.Net;3 - 5 Yýl;Erkek;Kurumsal;250+;Ofis;Ýstanbul;? - Türk Lirasý;51.000 - 51.999;1
Middle;Mobile Application Developer (Full Stack);Flutter;1 - 3 Yýl;Kadýn;Startup;1 - 5 Kiþi;Remote;Muðla;? - Türk Lirasý;35.000 - 35.999;2
Senior;Full Stack Developer;"NodeJS;React;Angular;React Native";7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ankara;? - Türk Lirasý;75.000 - 79.999;4
Middle;Team / Tech Lead;C / C++;3 - 5 Yýl;Kadýn;Kurumsal;21 - 50 Kiþi;Ofis;Ýzmir;? - Türk Lirasý;85.000 - 89.999;2
Junior;Front-end Developer;"JavaScript | Html | Css;React";1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Eskiþehir;? - Türk Lirasý;20.000 - 20.999;1
Junior;Full Stack Developer;".Net;JavaScript | Html | Css;Angular;Vbnet, angularjs";1 - 3 Yýl;Erkek;Kobi;21 - 50 Kiþi;Remote;Ankara;? - Türk Lirasý;30.000 - 30.999;1
Junior;Back-end Developer;"Python;JavaScript | Html | Css;React";1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ankara;$ - Dolar;2.000 - 2.999;1
Junior;Back-end Developer;Java;0 - 1 Yýl;Erkek;Startup;1 - 5 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;17.000 - 17.999;1
Middle;Back-end Developer;.Net;3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;64.000 - 64.999;2
Junior;Front-end Developer;Vue;1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Remote;Ankara;? - Türk Lirasý;33.000 - 33.999;2
Senior;Back-end Developer;"Java;.Net;C / C++;React;Vue";12 - 14 Yýl;Erkek;Kurumsal;6 - 10 Kiþi;Ofis;Trabzon;? - Türk Lirasý;17.000 - 17.999;1
Middle;Mobile Application Developer (iOS);Swift;10 - 12 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;3.000 - 3.999;1
Middle;Back-end Developer;Java;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;46.000 - 46.999;2
Junior;Cyber Security;"Java;Python;JavaScript | Html | Css";1 - 3 Yýl;Kadýn;Outsource;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;1
Senior;Front-end Developer;".Net;JavaScript | Html | Css;React;React Native";5 - 7 Yýl;Erkek;Outsource;250+;Remote;Ýzmir;? - Türk Lirasý;90.000 - 94.999;2
Middle;Mobile Application Developer (Android);Kotlin;1 - 3 Yýl;Kadýn;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;61.000 - 61.999;2
Middle;Game Developer;"Unity;C#";1 - 3 Yýl;Erkek;Oyun;21 - 50 Kiþi;Ofis;Bursa;? - Türk Lirasý;37.000 - 37.999;2
Middle;Front-end Developer;"NodeJS;JavaScript | Html | Css;React";1 - 3 Yýl;Erkek;Startup;51 - 100 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;39.000 - 39.999;1
Middle;Back-end Developer;.Net;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Middle;Front-end Developer;"NodeJS;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Dijital / Reklam Ajansý;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;1
Senior;Back-end Developer;".Net;NodeJS;Go;Vue";3 - 5 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Aydýn;? - Türk Lirasý;73.000 - 73.999;2
Senior;Data Scientist;Python;7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Back-end Developer;"NodeJS;Go";7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Antalya;€ - Euro;5.000 - 5.999;1
Senior;CTO;"Java;.Net;Angular;React Native";15 Yýl ve üzeri;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;125.000 - 129.999;2
Middle;Mobile Application Developer (Full Stack);Flutter;1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;45.000 - 45.999;2
Senior;Full Stack Developer;".Net;Angular;Flutter";5 - 7 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;2
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;2
Middle;Back-end Developer;.Net;1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Sivas;? - Türk Lirasý;32.000 - 32.999;1
Middle;Back-end Developer;Java;3 - 5 Yýl;Kadýn;Startup;11 - 20 Kiþi;Remote;Eskiþehir;$ - Dolar;1.000 - 1.999;2
Middle;Mobile Application Developer (Android);Kotlin;1 - 3 Yýl;Erkek;E-Ticaret;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;45.000 - 45.999;1
Senior;Front-end Developer;"JavaScript | Html | Css;React";15 Yýl ve üzeri;Erkek;Startup;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;1
Middle;Mobile Application Developer (Full Stack);React Native;1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;36.000 - 36.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;1
Senior;Back-end Developer;Java;5 - 7 Yýl;Erkek;Kurumsal;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;65.000 - 65.999;2
Middle;Full Stack Developer;"Java;Vue";3 - 5 Yýl;Erkek;E-Ticaret;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;49.000 - 49.999;2
Senior;Mobile Application Developer (Android);"Java;Kotlin;JavaScript | Html | Css;Angular";7 - 10 Yýl;Erkek;Outsource;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;75.000 - 79.999;1
Senior;Back-end Developer;Go;5 - 7 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;* Almanya;$ - Dolar;3.000 - 3.999;1
Senior;Mobile Application Developer (Android);"Java;Kotlin";7 - 10 Yýl;Erkek;Outsource;250+;Remote;Bursa;? - Türk Lirasý;110.000 - 114.999;2
Senior;Back-end Developer;.Net;10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;110.000 - 114.999;2
Senior;Team / Tech Lead;Java;3 - 5 Yýl;Erkek;Banka;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;Angular";5 - 7 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Ýstanbul;€ - Euro;1.000 - 1.999;1
Senior;Software Architect;"Java;NodeJS;Python;C / C++";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;4.000 - 4.999;1
Senior;Back-end Developer;.Net;12 - 14 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;125.000 - 129.999;2
Middle;Mobile Application Developer (Full Stack);React Native;3 - 5 Yýl;Erkek;Kurumsal;6 - 10 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;1
Middle;Back-end Developer;.Net;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Mersin;? - Türk Lirasý;40.000 - 40.999;1
Senior;Team / Tech Lead;".Net;JavaScript | Html | Css;Vue";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Bursa;? - Türk Lirasý;70.000 - 70.999;1
Middle;Back-end Developer;.Net;1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;55.000 - 55.999;2
Middle;Full Stack Developer;Java;3 - 5 Yýl;Erkek;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Senior;Mobile Application Developer (Android);"Java;Kotlin";7 - 10 Yýl;Erkek;Startup;51 - 100 Kiþi;Remote;Ankara;$ - Dolar;4.000 - 4.999;1
Middle;QA / Automation;".Net;Uipath, Sql, Postman ";1 - 3 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;39.000 - 39.999;1
Junior;Mobile Application Developer (iOS);"Swift;Objective C";1 - 3 Yýl;Erkek;Kurumsal;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;36.000 - 36.999;2
Middle;Data Analyst;SQL;1 - 3 Yýl;Erkek;Outsource;250+;Remote;Bursa;? - Türk Lirasý;34.000 - 34.999;1
Middle;Back-end Developer;"Java;Angular";3 - 5 Yýl;Erkek;Outsource;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;66.000 - 66.999;2
Junior;Front-end Developer;"Java;Php;Python";0 - 1 Yýl;Erkek;Kurumsal;250+;Ofis;Kocaeli;? - Türk Lirasý;27.000 - 27.999;2
Senior;Mobile Application Developer (Android);Swift;3 - 5 Yýl;Erkek;Outsource;250+;Remote;Ýzmir;$ - Dolar;2.000 - 2.999;1
Senior;Software Development Manager / Engineering Manager;"Java;Kotlin;Swift";12 - 14 Yýl;Erkek;Kurumsal;250+;Remote;Ýzmir;? - Türk Lirasý;195.000 - 199.999;2
Junior;Back-end Developer;".Net;JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;44.000 - 44.999;2
Junior;Data Analyst;Sap Analytics Cloud;1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Mersin;? - Türk Lirasý;22.000 - 22.999;1
Junior;Back-end Developer;Java;0 - 1 Yýl;Erkek;E-Ticaret;6 - 10 Kiþi;Remote;Ýzmir;€ - Euro;1.000 - 1.999;1
Middle;Back-end Developer;"Php;Vue";3 - 5 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Aydýn;€ - Euro;1.000 - 1.999;1
Middle;QA / Manuel Test;SSMS, API Test;1 - 3 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;40.000 - 40.999;2
Senior;Back-end Developer;Python;5 - 7 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Middle;Business Analyst;sql;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;52.000 - 52.999;2
Senior;Front-end Developer;"JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Bursa;? - Türk Lirasý;85.000 - 89.999;2
Junior;Full Stack Developer;"Php;JavaScript | Html | Css";0 - 1 Yýl;Erkek;Dijital / Reklam Ajansý;6 - 10 Kiþi;Remote;Ýstanbul;$ - Dolar;1.000 - 1.999;1
Junior;Back-end Developer;Java;0 - 1 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ankara;? - Türk Lirasý;17.000 - 17.999;1
Middle;Mobile Application Developer (Android);"Java;Kotlin";3 - 5 Yýl;Erkek;E-Ticaret;250+;Remote;Sivas;? - Türk Lirasý;52.000 - 52.999;2
Senior;Full Stack Developer;"Php;Go;Python;Ruby;JavaScript | Html | Css;React;Vue;Flutter";12 - 14 Yýl;Erkek;E-Ticaret;21 - 50 Kiþi;Remote;Trabzon;? - Türk Lirasý;62.000 - 62.999;1
Senior;Team / Tech Lead;C / C++;7 - 10 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;90.000 - 94.999;2
Senior;QA / Automation;Java;7 - 10 Yýl;Kadýn;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Middle;DevOps Engineer;"NodeJS;Angular;Kubernetes";1 - 3 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Bursa;? - Türk Lirasý;55.000 - 55.999;1
Senior;Back-end Developer;".Net;Python;JavaScript | Html | Css";12 - 14 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Senior;Full Stack Developer;"NodeJS;Kotlin;JavaScript | Html | Css;React;Svelte ";12 - 14 Yýl;Erkek;Kurumsal;250+;Ofis;* Ýngiltere;£ - Sterlin;200.000+;1
Middle;Mobile Application Developer (iOS);Swift;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Bursa;? - Türk Lirasý;73.000 - 73.999;1
Middle;Full Stack Developer;"Java;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;70.000 - 70.999;1
Middle;Back-end Developer;".Net;Angular;Flutter";3 - 5 Yýl;Erkek;E-Ticaret;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;75.000 - 79.999;2
Senior;Full Stack Developer;".Net;Angular;";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Senior;Software Development Manager / Engineering Manager;.Net;10 - 12 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;135.000 - 139.999;2
Senior;Software Development Manager / Engineering Manager;".Net;Kotlin;Swift";12 - 14 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;135.000 - 139.999;2
Junior;Back-end Developer;Java;0 - 1 Yýl;Erkek;Kurumsal;250+;Remote;Adana;? - Türk Lirasý;31.000 - 31.999;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;53.000 - 53.999;2
Senior;Software Architect;".Net;React";12 - 14 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;145.000 - 149.999;2
Senior;Project Manager;"Java;NodeJS;Python;Unity";7 - 10 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;85.000 - 89.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Middle;Back-end Developer;".Net;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Outsource;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;45.000 - 45.999;2
Middle;Front-end Developer;Angular;3 - 5 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;53.000 - 53.999;2
Middle;Back-end Developer;".Net;Python;Swift;C / C++";1 - 3 Yýl;Erkek;Kurumsal;11 - 20 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;25.000 - 25.999;2
Middle;Back-end Developer;Python;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;34.000 - 34.999;2
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Startup;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;150.000 - 154.999;2
Senior;Mobile Application Developer (Full Stack);"Kotlin;Swift;React Native";3 - 5 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Junior;Full Stack Developer;".Net;React";1 - 3 Yýl;Erkek;Startup;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýzmir;$ - Dolar;1.000 - 1.999;1
Senior;Mobile Application Developer (Android);Kotlin;10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;Aydýn;? - Türk Lirasý;110.000 - 114.999;2
Middle;Team / Tech Lead;Python;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Aydýn;? - Türk Lirasý;53.000 - 53.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;2
Junior;Full Stack Developer;"Python;JavaScript | Html | Css;React";0 - 1 Yýl;Erkek;Startup;21 - 50 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;22.000 - 22.999;2
Junior;Front-end Developer;"JavaScript | Html | Css;React;Vue;React Native";3 - 5 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;40.000 - 40.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Endustriyel;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Senior;Project Manager;"Java;.Net";5 - 7 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;67.000 - 67.999;2
Middle;Business analyst;-;3 - 5 Yýl;Kadýn;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;51.000 - 51.999;1
Middle;Full Stack Developer;"Php;Vue";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;2
Junior;Data engineer;Python;1 - 3 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;34.000 - 34.999;2
Senior;Full Stack Developer;"NodeJS;Go;Python;C / C++;JavaScript | Html | Css;Vue";7 - 10 Yýl;Erkek;Startup;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Junior;Back-end Developer;Java;1 - 3 Yýl;Erkek;Startup;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;37.000 - 37.999;1
Middle;Full Stack Developer;".Net;Angular";1 - 3 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;42.000 - 42.999;1
Senior;Full Stack Developer;".Net;NodeJS;JavaScript | Html | Css;Vue";15 Yýl ve üzeri;Erkek;Outsource;21 - 50 Kiþi;Remote;Ankara;? - Türk Lirasý;100.000 - 104.999;2
Middle;Project Manager;.Net;10 - 12 Yýl;Erkek;Kurumsal;250+;Ofis;Manisa;? - Türk Lirasý;65.000 - 65.999;2
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;* Hollanda;€ - Euro;5.000 - 5.999;1
Senior;Back-end Developer;".Net;JavaScript | Html | Css";5 - 7 Yýl;Erkek;E-Ticaret;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;60.000 - 60.999;1
Senior;Software Architect;".Net;React Native";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;115.000 - 119.999;1
Senior;Full Stack Developer;"Php;NodeJS;JavaScript | Html | Css;Vue";7 - 10 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Ofis;Bursa;? - Türk Lirasý;34.000 - 34.999;1
Junior;Database Administrator (DBA);SQL;0 - 1 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;20.000 - 20.999;1
Senior;Full Stack Developer;"Java;.Net;React";10 - 12 Yýl;Erkek;Outsource;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ardahan;? - Türk Lirasý;49.000 - 49.999;1
Middle;Mobile Application Developer (Full Stack);.Net;1 - 3 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;41.000 - 41.999;2
Middle;Front-end Developer;"JavaScript | Html | Css;React;React Native";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Remote;Ankara;? - Türk Lirasý;50.000 - 50.999;3
Senior;Team / Tech Lead;".Net;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Outsource;21 - 50 Kiþi;Ofis;Ankara;? - Türk Lirasý;95.000 - 99.999;2
Senior;Data Scientist;Python;5 - 7 Yýl;Erkek;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;2
Senior;Team / Tech Lead;".Net;JavaScript | Html | Css";12 - 14 Yýl;Erkek;Kurumsal;250+;Remote;Denizli;? - Türk Lirasý;90.000 - 94.999;2
Middle;Full Stack Developer;.Net;1 - 3 Yýl;Erkek;Otomasyon;250+;Ofis;Ýstanbul;? - Türk Lirasý;52.000 - 52.999;2
Junior;Mobile Application Developer (Android);"Java;Kotlin";0 - 1 Yýl;Erkek;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;38.000 - 38.999;2
Junior;Full Stack Developer;"Java;Python";1 - 3 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Ankara;? - Türk Lirasý;47.000 - 47.999;4
Middle;Full Stack Developer;"Java;NodeJS;Go;Python;C / C++;React";1 - 3 Yýl;Kadýn;Startup;1 - 5 Kiþi;Remote;Ýstanbul;$ - Dolar;1.000 - 1.999;1
Middle;Back-end Developer;.Net;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýzmir;? - Türk Lirasý;48.000 - 48.999;2
Middle;QA / Automation;"Java;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Fintech;250+;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;2
Senior;Software Architect;".Net;NodeJS;React;Vue";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;95.000 - 99.999;2
Senior;Back-end Developer;Java;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Gaziantep;? - Türk Lirasý;80.000 - 84.999;2
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;1
Senior;Software Architect;.Net;5 - 7 Yýl;Erkek;Banka;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;150.000 - 154.999;2
Junior;Back-end Developer;Java;1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;32.000 - 32.999;2
